Date,"('value', 'sum')","('value', 'mean')","('value', 'std')",Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2011-02-12,125005.4261591212,39.93783583358505,161.5690291130317,1.0700100000000001,1.08,0.9906,1.0799,4118.92,4353.79,1.06
2011-02-13,116220.78817975045,35.771249055017066,108.97761530877442,1.0799,1.08,1.0201,1.05,3240.64,3398.3,1.05
2011-02-14,133251.15137725062,36.98338922488222,224.40166355800872,1.05,1.08,1.033,1.07,7096.55,7532.41,1.06
2011-02-15,95756.8939560702,26.966176839219994,181.4306780036161,1.07,1.085,1.035,1.05,8616.58,9085.5,1.05
2011-02-16,81917.8444875182,22.369700843123486,64.13846205298502,1.05,1.05019,1.0201,1.045,7192.38,7465.03,1.04
2011-02-17,104720.83077158075,28.287636621172542,72.33569758452784,1.045,1.05019,1.02,1.04,4009.84,4184.96,1.04
2011-02-18,149184.33368958862,42.07116009294659,159.0978670758576,1.04,1.04019,0.78009,0.8989,36948.16,32719.75,0.89
2011-02-19,209370.31999999765,76.91782512858106,269.53457019895717,0.8989,0.98,0.8376,0.9489799999999999,3798.71,3454.72,0.91
2011-02-20,224325.3799999977,59.66100531914832,149.15364186115076,0.9489799999999999,0.9489799999999999,0.83,0.85,9974.05,8503.38,0.85
2011-02-21,252557.29999999612,73.78244230207306,204.23264105154357,0.85,0.8796,0.8313,0.8345,1700.12,1435.86,0.84
2011-02-22,448852.23546821333,117.56213605767766,361.2788886255864,0.8345,0.95,0.8313,0.87023,12095.26,10650.29,0.88
2011-02-23,252936.5378537659,67.3958267662579,190.18375097601995,0.87023,0.945,0.8681,0.9,6718.87,6057.77,0.9
2011-02-24,226037.2581804763,58.92524978635983,188.8977404273057,0.9,1.0,0.9,0.9974299999999999,13418.69,12708.12,0.95
2011-02-25,182914.7986662368,50.823784013958544,157.28297060392637,0.9974299999999999,0.99979,0.91109,0.9111,4461.06,4276.3,0.96
2011-02-26,177442.35050573695,51.19513863408452,262.72909298027474,0.9111,0.97,0.91061,0.958,4744.41,4452.63,0.94
2011-02-27,179736.5285515062,50.163697614151886,735.9881675374498,0.958,0.958,0.89,0.89,23268.75,21576.82,0.93
2011-02-28,166158.1644537679,50.688884824212295,220.92807176413208,0.89,0.92001,0.845,0.86,4651.67,4108.6,0.88
2011-03-01,1012638.4141036844,195.37688869451753,3794.823777779259,0.86,0.97,0.8502,0.9202100000000001,22569.78,21413.43,0.95
2011-03-02,2439418.841522183,667.6023102140621,7150.132364078564,0.9202100000000001,0.94,0.9102,0.9399,2741.87,2533.96,0.92
2011-03-03,349538.9646639879,61.41960370128061,950.1955826574099,0.9399,0.9399,0.91,0.93909,2746.67,2520.58,0.92
2011-03-04,207416.73360059646,61.80474779517177,964.6112192613521,0.93909,0.93909,0.9001,0.9009999999999999,2711.89,2469.56,0.91
2011-03-05,183925.02702166676,54.83751551033594,667.8371325167114,0.9009999999999999,0.9189,0.8111,0.9103,12570.59,11115.04,0.88
2011-03-06,197435.68263768632,56.410195039338944,664.0697976374992,0.9103,0.9098,0.81,0.8999,12626.49,10775.11,0.85
2011-03-07,176693.7727115669,48.0407212375114,372.8294670256191,0.8999,0.909,0.846,0.88502,15271.27,13527.3,0.89
2011-03-08,201803.40001436952,49.19634325069954,347.4989609204476,0.88502,0.88502,0.8499899999999999,0.8699899999999999,4527.85,3931.42,0.87
2011-03-09,288618.63982944837,87.75270289736953,413.5324828940435,0.8699899999999999,0.87,0.85,0.86449,4546.05,3881.22,0.85
2011-03-10,439410.70495065005,141.83689636883474,1059.7534491942938,0.86449,0.9329,0.84965,0.9329,8869.01,7895.07,0.89
2011-03-11,124780.43428213034,36.41098169890001,124.30830344548887,0.9329,0.925,0.8601,0.88,3725.51,3301.73,0.89
2011-03-12,189096.7907221183,45.89727930148503,599.040854353946,0.88,0.9197,0.88,0.9179999999999999,4822.83,4319.6,0.9
2011-03-13,221091.61965063197,54.017009443105785,628.4947598382206,0.9179999999999999,0.9179999999999999,0.88976,0.89249,660.31,595.42,0.9
2011-03-14,176941.25340765697,43.5279836181198,292.2052873022681,0.89249,0.9,0.88,0.8949,5269.24,4676.62,0.89
2011-03-15,129253.85878502567,28.501402157668284,208.47834370250197,0.8949,0.8949,0.87,0.87,2732.16,2405.41,0.88
2011-03-16,164839.28583706322,34.79824484632958,187.2354141175561,0.87,0.88,0.836,0.86,7929.62,6761.32,0.85
2011-03-17,155729.49398586014,35.85758553669356,166.03790565585993,0.86,0.88,0.81,0.82542,7159.78,6042.77,0.84
2011-03-18,178392.53864851745,38.95884224689178,198.0461189517655,0.82542,0.85062,0.70999,0.81648,14226.22,10971.32,0.77
2011-03-19,111095.55179294624,25.932668485748422,92.59812442017412,0.81648,0.797,0.73127,0.765,9875.04,7457.83,0.76
2011-03-20,144746.70760804316,19.42648068823556,93.15884930010017,0.765,0.79,0.7402,0.7410800000000001,5815.32,4502.62,0.77
2011-03-21,195091.50760816308,26.01913945160884,164.04912610894914,0.7410800000000001,0.77241,0.7405,0.75897,3695.96,2780.45,0.75
2011-03-22,197999.63688974775,47.22147314327397,199.4900474825308,0.75897,0.81,0.7405,0.80901,12147.72,9499.24,0.78
2011-03-23,287407.85767267406,36.64981607659705,230.8241437611866,0.80901,0.85,0.78,0.8497100000000001,13262.26,11029.25,0.83
2011-03-24,236720.38837728472,53.25543045608205,272.70259891660123,0.8497100000000001,0.9,0.8265899999999999,0.8668799999999999,14009.37,12259.77,0.88
2011-03-25,330706.4893054595,78.81470193171103,287.5745901892719,0.8668799999999999,0.88999,0.861,0.8837700000000001,4819.42,4225.53,0.88
2011-03-26,271357.5226563545,41.41598331140941,205.76736792016953,0.8837700000000001,0.905,0.841,0.8552,11756.42,10250.98,0.87
2011-03-27,151927.8822541158,27.076792417415042,203.85633544572588,0.8552,0.87211,0.8152,0.82,5337.15,4439.07,0.83
2011-03-28,152594.3901204391,22.384390512019817,85.39651087516368,0.82,0.85,0.76,0.79898,12565.15,10141.7,0.81
2011-03-29,111568.63950109994,29.221749476453624,151.12631370162256,0.79898,0.79966,0.7648,0.7925,4215.02,3312.3,0.79
2011-03-30,140857.5198963499,33.89256975369343,194.80066395896517,0.7925,0.795,0.76599,0.7897,3218.22,2532.13,0.79
2011-03-31,129631.0679993903,32.03931487874204,170.90923037849282,0.7897,0.80098,0.768,0.78461,6875.08,5429.16,0.79
2011-04-01,81561.73051075025,25.496008287199203,70.84278512176674,0.78461,0.79697,0.7741,0.7741100000000001,3186.77,2483.69,0.78
2011-04-02,110998.02706614052,28.315823231158298,249.7667621357528,0.7741100000000001,0.7998,0.7741,0.78199,2493.59,1965.23,0.79
2011-04-03,108878.04378849005,26.990095138445724,154.6796778322919,0.78199,0.79487,0.777,0.779,3931.39,3074.76,0.78
2011-04-04,150546.68251067022,28.77971372790484,186.55790887314802,0.779,0.785,0.5619,0.68,31155.46,21652.69,0.69
2011-04-05,119587.46088477032,29.296291250556177,119.03570487992391,0.68,0.74784,0.58,0.71,9730.3,6522.71,0.67
2011-04-06,97638.47919748042,27.833089851049152,100.13211038934935,0.71,0.75,0.6902,0.74,8703.95,6264.04,0.72
2011-04-07,104078.05051204994,28.73496701050523,110.11608438283292,0.74,0.78491,0.7205,0.7538,10832.99,8178.14,0.75
2011-04-08,140212.7639423996,36.38110117861951,135.70043319583002,0.7538,0.799,0.7309,0.7499899999999999,18207.3,13854.66,0.76
2011-04-09,138006.64010000028,38.060297876447954,151.02538923391742,0.7499899999999999,0.7676,0.7205,0.73,12119.4,8940.96,0.74
2011-04-10,97277.32533929053,26.135767151878166,88.37501452607295,0.73,0.7589,0.71,0.7369,5348.98,3946.44,0.74
2011-04-11,100214.53649775061,26.358373618556183,93.42145635146605,0.7369,0.799,0.7103,0.77,14645.93,11255.96,0.77
2011-04-12,161216.61680574904,32.53614869944481,136.319344029797,0.77,0.899,0.7703,0.86,48417.6,41333.11,0.85
2011-04-13,186837.83706322953,35.15293265535833,175.07663465154718,0.86,1.0,0.86,0.9225,43397.56,40467.74,0.93
2011-04-14,138003.4333948217,26.513627933683324,532.6275403499094,0.9225,1.0,0.91,1.0,31111.88,29643.61,0.95
2011-04-15,224131.68167079997,51.79840112567598,217.72471965235462,1.0,1.08999,0.9109999999999999,0.9899100000000001,50304.61,50488.94,1.0
2011-04-16,238474.12368191013,64.76755124440797,212.66751697845726,0.9899100000000001,1.095,0.95414,1.0499,28869.3,30097.18,1.04
2011-04-17,1318654.5339932784,217.06247473140385,2753.5309033247086,1.0499,1.14,1.0255,1.1123,24225.7,26085.25,1.08
2011-04-18,128300.8284906706,27.927912166014497,222.7798767995843,1.1123,1.1999,1.1103,1.1619899999999999,27478.69,31552.55,1.15
2011-04-19,7306628.655538414,959.6307664221715,8111.190944706024,1.1619899999999999,1.1979,1.1436,1.1979,12556.73,14782.06,1.18
2011-04-20,143194.57050128057,30.880864891369544,130.09282004211346,1.1979,1.1979,1.13,1.1421,21344.95,24691.86,1.16
2011-04-21,442425.6764338426,102.41335102635244,573.3353235383317,1.1421,1.21,1.14,1.21,39295.69,46345.35,1.18
2011-04-22,164169.51918210916,41.67796882003279,802.6987396848203,1.21,1.41,1.189,1.40901,39415.39,50929.92,1.29
2011-04-23,200290.44699525854,34.99134294117025,211.44289609342417,1.40901,1.95,1.3202,1.7001,66620.36,103242.84,1.55
2011-04-24,84291.81438314031,20.296608327267112,69.6615611023637,1.7001,1.95,1.6,1.63011,21541.69,36076.01,1.67
2011-04-25,119367.14868417973,21.43036780685453,103.97114619676472,1.63011,1.7009999999999998,1.52109,1.5590000000000002,13471.6,21226.89,1.58
2011-04-26,202321.63223048646,24.6763790987299,93.50516521433508,1.5590000000000002,1.7949,1.53,1.7949,24054.31,40211.17,1.67
2011-04-27,237178.39579868809,29.961899418732703,149.44822700333833,1.7949,1.95,1.72,1.9,33055.26,62403.35,1.89
2011-04-28,724662.2107402963,118.50567632711305,3612.6778646040843,1.9,2.65,1.66,2.2105900000000003,100238.23,203392.46,2.03
2011-04-29,222832.74003218813,27.455980782674732,181.39159257537224,2.2105900000000003,2.95,2.21,2.88,57577.32,148954.47,2.59
2011-04-30,404253.57241369097,46.36998995339424,2145.38653739959,2.88,4.14996,2.75,3.5,65427.8,214977.24,3.29
2011-05-01,179534.2806333775,24.583634209691564,130.65472544053964,3.5,3.87,2.5,3.0331099999999998,45772.07,143521.98,3.14
2011-05-02,130783.69247811993,21.128221725059763,143.35637380194927,3.0331099999999998,3.495,3.029,3.2,18333.83,59421.72,3.24
2011-05-03,309421.7817390207,45.83347381706721,426.21042670550037,3.2,3.49,3.11,3.41,16919.18,56187.48,3.32
2011-05-04,181876.8544513899,29.391864003133467,123.52608578780266,3.41,3.58,3.25,3.4060900000000003,17278.29,59434.11,3.44
2011-05-05,171110.78771685922,22.093064908568007,69.88784591478414,3.4060900000000003,3.4498,3.333,3.333,15350.34,52331.39,3.41
2011-05-06,287318.04947955016,41.67653749340733,575.9417533361942,3.333,3.61001,3.29,3.45,23014.7,80063.98,3.48
2011-05-07,420913.3859295626,51.237174184974144,2099.1397058951898,3.45,3.7,3.425,3.641,17833.29,64359.68,3.61
2011-05-08,362426.0424438741,51.56887342684606,2254.1450840620387,3.641,3.937,3.63,3.8659,21132.51,79620.81,3.77
2011-05-09,329499.5755735523,44.02720143954467,2038.516166326838,3.8659,3.9,3.6905,3.8,11520.93,43805.92,3.8
2011-05-10,396971.5379112166,55.48169642365012,2054.3768418530417,3.8,5.99001,3.81,5.81,56217.32,266466.71,4.74
2011-05-11,177747.05904148874,26.58893927322195,387.71912964537506,5.81,6.065,4.6,5.5,52569.15,281496.86,5.35
2011-05-12,483080.9244340167,57.55074153371655,2271.5076051987744,5.5,6.49,5.22,6.30019,31722.46,184839.99,5.83
2011-05-13,1746274.080469775,202.30237262161435,6302.296901203178,6.30019,8.45,6.3201,8.198,64003.37,478840.49,7.48
2011-05-14,441379.6533647944,45.04333639808086,486.78625818465053,8.198,8.9,5.83,7.19769,55390.45,435571.02,7.86
2011-05-15,196785.92234386867,20.162492043429168,144.8404695770244,7.19769,7.78,6.20001,6.987010000000001,18294.87,123255.5,6.74
2011-05-16,240942.77405989156,17.960698774498066,303.0997651219952,6.987010000000001,8.5,6.75,8.03388,44141.41,343050.47,7.77
2011-05-17,245183.22974879108,22.277233304451308,515.5037631615835,8.03388,8.38901,6.97991,7.19,35345.46,265868.95,7.52
2011-05-18,172430.37968794967,12.715167000070029,86.27649504310644,7.19,7.5,6.6,6.88,25403.44,181331.16,7.14
2011-05-19,215965.05578872707,17.719482752603138,114.19724510414092,6.88,7.34,6.6071100000000005,6.805,24436.41,170134.8,6.96
2011-05-20,371662.1136618959,30.969262033321883,110.12499981289223,6.805,7.1,5.5772,5.59039,44460.44,278992.34,6.28
2011-05-21,641352.4263766388,55.86207006154854,2840.1048454946426,5.59039,6.5199,5.5772,6.1197099999999995,31111.9,185640.17,5.97
2011-05-22,902088.5323677044,71.87383733309731,2524.7038330421024,6.1197099999999995,6.7594,5.99001,6.6901,23872.15,154432.52,6.47
2011-05-23,470233.59881949,34.233663280393856,743.761250563902,6.6901,7.45,6.689989999999999,7.14991,35279.88,250601.3,7.1
2011-05-24,384758.73823779676,25.88701730725942,100.81990454367909,7.14991,7.51,6.96,7.42,29282.48,211827.28,7.23
2011-05-25,416451.2289786898,26.501923697256576,75.76575237771425,7.42,9.33,7.21612,8.3997,64049.94,510905.18,7.98
2011-05-26,664898.5567888881,46.4282212686885,2340.7866822141305,8.3997,8.9869,8.01,8.798,28644.99,244820.48,8.55
2011-05-27,259307.50412362133,24.11489855143879,179.55082322643406,8.798,8.83,8.5002,8.5002,14431.84,125149.05,8.67
2011-05-28,228125.36494688928,18.988294069160087,51.81753701271869,8.5002,8.7,8.11,8.3001,12247.72,103463.69,8.45
2011-05-29,272072.402630351,22.035506813829354,117.38781597515027,8.3001,8.49,8.102,8.4299,7487.54,62138.87,8.3
2011-05-30,291089.8995071617,20.230029849688073,96.84011204420423,8.4299,9.0,8.250010000000001,8.8,17680.15,154258.85,8.72
2011-05-31,280077.62169524236,20.976454590716173,67.66828092373828,8.8,9.4998,8.1,8.741,45794.43,406882.27,8.88
2011-06-01,278293.40003352164,18.241570531824962,96.41017730153007,8.741,9.6987,8.3,9.57,43479.96,400564.35,9.21
2011-06-02,407013.05784966884,24.149344835034345,130.9296950497129,9.57,10.888,9.5,10.6,41047.27,415112.72,10.11
2011-06-03,619896.7393527627,31.454066336145864,308.3379950432209,10.6,14.499,10.5752,14.29,72980.24,954513.54,13.08
2011-06-04,506061.683693431,26.21537938735138,121.763692470295,14.29,18.89,14.04,18.89,44475.34,729670.85,16.41
2011-06-05,550278.908003246,28.954428203275242,298.47185368106597,18.89,18.998,16.2,16.7,24278.97,420612.47,17.32
2011-06-06,826033.7350635068,38.15574553390488,949.4079341655512,16.7,19.23,16.4513,18.5499,55092.47,1016927.39,18.46
2011-06-07,563599.7553303118,28.39150447485325,195.09902284505134,18.5499,24.32,18.26,23.9234,53715.04,1068903.32,19.9
2011-06-08,826160.7934988057,30.45754077414952,216.55608809281551,23.9234,31.9099,22.2135,29.6,104925.16,2858820.38,27.25
2011-06-09,808575.8960331973,28.42394263132131,194.8412090787239,29.6,31.5,26.151,28.919,62933.66,1861589.64,29.58
2011-06-10,928060.5144217014,35.981100082258806,801.3074921622521,28.919,29.399,20.01,23.9497,92208.2,2274786.4,24.67
2011-06-11,1636450.0306241265,59.58527638450796,384.4385428058791,23.9497,23.99,13.0,14.6511,121869.97,2146587.96,17.61
2011-06-12,1687993.810742729,58.9980710475946,2566.699346678493,14.6511,24.99,10.25,18.5464,151194.16,2451134.56,16.21
2011-06-13,1366624.7444729656,47.43083831857028,408.1390695418916,18.5464,24.5,16.0,19.84,73421.79,1476239.59,20.11
2011-06-14,1538048.812758795,45.01957653549921,362.4813444921609,19.84,20.5,18.000999999999998,19.28,36155.99,696003.98,19.25
2011-06-15,4640405.579783806,153.66599045578533,1597.6556887898666,19.28,20.0,19.022000000000002,19.49,27711.9,545336.14,19.68
2011-06-16,8397892.540310875,293.37615861348036,2523.853506415653,19.49,19.89,17.0,17.0,49202.14,927743.42,18.86
2011-06-17,1468754.945521683,53.2408361011231,782.050966573077,17.0,18.34,13.0,15.681,108623.77,1684353.23,15.51
2011-06-18,1270938.3925407354,41.34343035492454,638.8083946457621,15.681,16.9499,15.052,16.89,35536.55,569949.34,16.04
2011-06-19,4581070.656942131,159.03734271626908,4940.7050920354595,16.89,18.8766,16.85,17.51,30176.74,536267.38,17.77
2011-06-26,3575082.264779793,139.18407945105477,1795.653949758694,17.51,17.51001,14.01,16.45001,15053.93,234621.8,15.59
2011-06-27,4006467.8179590646,134.04040876410386,1715.3945411217119,16.45001,18.0,15.0,16.75004,31452.54,535096.37,17.01
2011-06-28,6144947.151932544,240.52556567764773,2207.385651349007,16.75004,17.52,16.5,16.9498,24398.15,413032.22,16.93
2011-06-29,1242383.8932100649,51.234438253538904,843.2373700095019,16.9498,17.2,16.666,16.845,21043.37,355303.18,16.88
2011-06-30,1577435.1544854818,66.5219565000414,1014.2758346910762,16.845,17.0,15.73,16.10098,34961.19,577145.55,16.51
2011-07-01,1029839.551005051,30.369789177382806,668.4745457438831,16.10098,16.74,15.26,15.397,33284.45,529197.49,15.9
2011-07-02,750405.8188751234,23.606575401885095,564.8013575129701,15.397,15.8,15.270999999999999,15.4,19453.24,302134.7,15.53
2011-07-03,787370.7538733934,36.002320707516844,699.2425303772012,15.4,15.689,15.311,15.440489999999999,16792.29,259875.51,15.48
2011-07-04,1139383.7928293527,44.25650778129162,682.0459582994712,15.440489999999999,15.48988,13.14,13.86,52276.99,756913.59,14.48
2011-07-05,438089.0500964758,17.891409380726774,123.98996697424708,13.86,15.0,11.0,12.90691,84081.15,1076305.46,12.8
2011-07-06,538419.3549306926,21.630216733516495,470.6492394338624,12.90691,16.5,12.67132,14.783470000000001,111818.32,1655319.63,14.8
2011-07-07,469854.50985149876,21.11326098011588,489.38640767942354,14.783470000000001,15.9,14.5,14.77609,54465.7,825452.25,15.16
2011-07-08,349946.71490138216,14.00515127471814,295.46125885936533,14.77609,15.64276,13.901520000000001,14.313989999999999,34853.42,500143.38,14.35
2011-07-09,2028447.906677904,91.7310137330034,1778.2221323668646,14.313989999999999,14.6999,14.0201,14.38,11909.17,171329.27,14.39
2011-07-10,2465550.0346485707,77.87832953184152,1611.472091713458,14.38,15.68,14.35,14.9,45284.42,682903.16,15.08
2011-07-11,1253974.3964843245,49.826137262459746,1159.392876068069,14.9,15.1999,13.8,14.20912,49160.01,706457.52,14.37
2011-07-12,840119.0690051228,34.356482599481566,888.5107085939873,14.20912,14.639879999999998,13.9,14.009429999999998,26356.51,372986.55,14.15
2011-07-13,1400873.2606070712,51.09319646243603,1210.4425796668493,14.009429999999998,14.15,13.91,13.95099,10338.15,145032.07,14.03
2011-07-14,1936007.0446729048,68.27744823392364,1417.6545312697363,13.95099,14.07,13.7,13.99,17661.16,245982.11,13.93
2011-07-15,617436.7361985164,25.15222161473507,675.1305533795738,13.99,14.09,13.5021,13.81,24819.54,344982.1,13.9
2011-07-16,1242753.1410495646,48.15566090787634,1113.8051639519197,13.81,13.81,13.501,13.7191,17264.49,235142.97,13.62
2011-07-17,575531.5233153244,24.22576601908172,655.9504304670642,13.7191,13.75,13.020999999999999,13.16,34375.47,458510.19,13.34
2011-07-18,3534598.1198449824,141.46314415452582,3028.8832116502617,13.16,13.915,12.51,13.48,75896.31,988903.24,13.03
2011-07-19,2521557.5828477684,102.14938557211944,1544.3006492920156,13.48,14.7,13.44,13.85024,67575.61,948485.72,14.04
2011-07-20,626937.3364108758,26.052914578244504,983.4979584802613,13.85024,14.0,13.4,13.689429999999998,23177.9,317332.3,13.69
2011-07-21,1266866.5302101804,50.42856978784255,965.6166132499408,13.689429999999998,13.78,13.4,13.61,25018.37,341665.52,13.66
2011-07-22,1560378.9388475763,63.28597253599839,904.6347442895061,13.61,13.81,13.45,13.69542,15165.62,207044.15,13.65
2011-07-23,649622.3779757465,31.043791358871573,619.1725403127832,13.69542,13.7649,13.51,13.68,22455.6,306380.16,13.64
2011-07-24,734596.885957563,30.32642059024741,604.2011960532421,13.68,14.1,13.6,13.98001,26623.26,369041.82,13.86
2011-07-25,1419591.6153897878,52.21582430535873,841.984684498268,13.98001,14.72299,13.76,14.0478,31577.96,448277.2,14.2
2011-07-26,1166955.6535090904,50.869906430213184,784.858885899304,14.0478,14.050510000000001,13.767999999999999,13.88214,16793.86,233585.08,13.91
2011-07-27,1362484.8199387258,56.46435225605992,811.3144539304238,13.88214,14.13,13.85,13.9394,11508.66,160645.54,13.96
2011-07-28,3380545.835745841,136.38382360696497,1115.7313621216424,13.9394,13.939,13.312000000000001,13.490110000000001,32738.27,445690.58,13.61
2011-07-29,478731.3200869304,21.975272898183633,369.7731382606437,13.490110000000001,13.7,13.3302,13.498320000000001,7257.51,98020.73,13.51
2011-07-30,291919.66603912675,15.359342630702239,92.0317288819402,13.498320000000001,13.63,13.45,13.530339999999999,6104.38,82590.44,13.53
2011-07-31,619033.290825276,24.23969343038907,817.9864138331914,13.530339999999999,14.8999,12.82922,13.35,45723.44,618135.5,13.52
2011-08-01,574803.9953626739,23.01148946565811,692.4602917703434,13.35,13.5501,12.85,13.0946,21748.09,286373.02,13.17
2011-08-02,387561.7327865794,20.51025258184692,63.80594846486922,13.0946,13.1,11.5,12.05,57242.69,709463.16,12.39
2011-08-03,433114.9264901785,24.681725922622437,172.7543634072486,12.05,12.16,8.7,9.26,90287.33,943628.17,10.45
2011-08-04,286948.64754121896,14.378345820575184,67.8143529835855,9.26,11.15,9.26999,10.75,50094.1,529876.35,10.58
2011-08-05,526917.5525540537,25.015075605490587,300.80149824452684,10.75,10.99,9.5,9.7999,30765.69,315866.93,10.27
2011-08-06,392387.7341100364,20.692281501346642,250.44586345213767,9.7999,9.95,5.742000000000001,6.55,102411.73,801213.08,7.82
2011-08-07,384892.9668807556,19.19378481427994,263.6557645056707,6.55,9.47,6.01,7.9,89830.96,693796.98,7.72
2011-08-08,1297127.4852917914,60.158031967896825,856.0013826146846,7.9,8.159980000000001,7.055,7.799910000000001,34042.22,263570.19,7.74
2011-08-09,2708574.3054481274,114.24245246312064,823.1929220220962,7.799910000000001,12.1,7.671,9.99,114472.78,1112123.77,9.72
2011-08-10,661998.9161638254,35.327334231486496,360.2040273562067,9.99,10.40001,9.5,9.98,24254.45,242598.48,10.0
2011-08-11,532633.056341218,30.31664046566213,307.8058897007134,9.98,10.4959,8.45099,9.462480000000001,58114.56,550577.88,9.47
2011-08-12,332841.2813640939,20.088193696909524,134.1896288952581,9.462480000000001,9.8,8.91,9.460510000000001,41592.12,387476.18,9.32
2011-08-13,340292.10218753666,18.234492668928123,177.2963073210182,9.460510000000001,10.25041,9.28,10.131,29759.76,291543.08,9.8
2011-08-14,443728.47946141765,20.454915385673612,128.10967276857147,10.131,11.24,9.62,10.7957,44125.5,468353.91,10.61
2011-08-15,324048.46451019193,16.908346700244817,155.2347711262242,10.7957,11.89,10.72151,11.14979,38155.54,431203.74,11.3
2011-08-16,324610.37148179975,14.578746585906753,139.42845783156184,11.14979,11.32,10.8109,10.964089999999999,15325.44,169357.89,11.05
2011-08-17,464858.3529783568,22.820734068647855,338.33920168156874,10.964089999999999,11.1,10.661,10.94555,22898.69,249104.68,10.88
2011-08-18,408068.8720504297,18.50484636542852,218.7503136971191,10.94555,11.04999,10.81,10.830010000000001,8210.38,89515.28,10.9
2011-08-19,404646.93032214267,19.40566517946205,295.14264476815356,10.830010000000001,11.81,10.830010000000001,11.65,33721.05,384289.87,11.4
2011-08-20,224494.59421437397,10.769192853035305,33.97995998867241,11.65,11.690010000000001,11.4,11.453,9915.0,113880.29,11.49
2011-08-21,268796.7327667679,11.180763394483087,34.267945156000266,11.453,11.51,11.31,11.31125,8720.35,99220.98,11.38
2011-08-22,276520.0835962488,11.487208524270889,52.72602222557152,11.31125,11.501,10.51,10.895,36996.14,407895.13,11.03
2011-08-23,445737.72439606325,20.311584615906277,231.10034351039786,10.895,11.3,10.809000000000001,10.940010000000001,12779.51,141019.11,11.03
2011-08-24,582166.2989068325,27.39863982053993,317.60818042641677,10.940010000000001,11.083,10.8309,10.8506,7815.83,85516.17,10.94
2011-08-25,371012.26422979456,16.47552130333472,154.8852566358089,10.8506,10.890999999999998,9.1,9.65702,55485.39,555232.04,10.01
2011-08-26,2757812.7399257463,155.5274498040687,5064.7213941845785,9.65702,9.889,7.642,8.17939,83004.37,718309.63,8.65
2011-08-27,217315.09183249914,11.179334936596488,51.59280034719542,8.17939,9.11,8.12082,8.5902,21998.79,189777.37,8.63
2011-08-28,199848.3529219472,10.449587080886127,28.7003013669801,8.5902,9.4811,8.44758,9.070110000000001,24155.28,216706.8,8.97
2011-08-29,249893.34852104523,14.218682703900155,71.88088712610403,9.070110000000001,9.27027,8.65,8.969,21651.28,193411.57,8.93
2011-08-30,243800.6503811723,13.187680552884315,31.766614932109874,8.969,9.0,8.55,8.79134,11773.82,103338.65,8.78
2011-08-31,293948.60179113963,17.576453108774196,60.84636394040432,8.79134,8.79,8.010010000000001,8.19951,19648.24,164091.75,8.35
2011-09-01,302821.03809975076,18.97018343041726,53.13831012415035,8.19951,8.35994,8.1,8.21,11903.53,97874.33,8.22
2011-09-02,263034.7483190429,16.46024707878867,85.48350997649447,8.21,8.7138,8.23,8.64,16814.55,141975.28,8.44
2011-09-03,372642.2421066327,26.609700236120585,234.11247353338345,8.64,8.69,8.36307,8.48,6944.99,59247.47,8.53
2011-09-04,1674439.9666224134,18.823661292605316,277.81405133510725,8.48,8.49,7.85,8.17798,19673.49,160817.86,8.17
2011-09-05,2733991.363587383,155.05849385137154,738.2725051023052,8.17798,8.191419999999999,7.25,7.61101,30798.75,234672.8,7.62
2011-09-06,2795903.399898342,156.23063253790465,600.6161679048605,7.61101,7.65713,6.122000000000001,6.8628,82496.05,555289.16,6.73
2011-09-07,489405.2804686834,30.12466333058497,254.0687559440682,6.8628,7.59916,6.53001,7.1864,49642.1,348836.44,7.03
2011-09-08,413754.0611823206,25.76301750823914,184.3026847303245,7.1864,7.19786,6.51235,6.53,31886.33,216888.79,6.8
2011-09-09,386500.1850924229,23.003224919201458,164.76680399209835,6.53,6.576860000000001,4.18,5.03,217433.29,1154613.99,5.31
2011-09-10,261315.8770058097,17.673196064237096,90.66670679671273,5.03,5.49,4.63,4.7739,44484.53,223562.81,5.03
2011-09-11,1038645.9873120567,67.09165992584825,1507.9529152218458,4.7739,7.4,4.6,5.86435,143792.58,873010.64,6.07
2011-09-12,605074.0579551755,41.18952062322502,220.69610965854486,5.86435,6.58212,5.4121,6.077999999999999,63864.04,385739.55,6.04
2011-09-13,380763.439691735,24.940292113167946,419.0150032183562,6.077999999999999,6.085,5.7,5.8,23759.28,138683.87,5.84
2011-09-14,276290.87413884175,19.472187901814205,102.23365545146365,5.8,5.84731,5.32488,5.61932,43768.26,243197.97,5.56
2011-09-15,330284.2717367399,22.94915729132434,147.52776974367083,5.61932,5.61932,4.44,4.84,86220.92,429502.83,4.98
2011-09-16,685219.8859727953,49.62484689837741,487.67096890954554,4.84,4.99,4.61,4.82,31651.09,152408.87,4.82
2011-09-17,312931.6103595698,25.040538558019506,190.47864854689928,4.82,4.93,4.7,4.77,20303.08,97582.47,4.81
2011-09-18,347427.6942492776,22.87062696657742,148.11865576595324,4.77,5.6,4.7213400000000005,5.2,44623.9,229468.54,5.14
2011-09-19,284083.27555132954,17.779651743104864,71.73687197530656,5.2,5.6439900000000005,4.9,5.46001,49836.79,263597.81,5.29
2011-09-20,420105.24889802263,18.82613707810991,357.25018973296557,5.46001,6.795,5.4511,6.11191,116750.98,713430.51,6.11
