Date,"('value', 'sum')","('value', 'mean')","('value', 'std')",Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2011-09-21,347469.23619236733,21.849288574002852,134.6964447573144,6.11191,6.28664,5.06,5.6114,68164.47,383918.85,5.63
2011-09-22,293101.6127645487,15.623753345658246,121.97817309420287,5.6114,5.83001,5.29,5.42781,31651.0,175258.58,5.54
2011-09-23,353232.73835303565,17.839136324076343,145.7557549550903,5.42781,5.70653,5.4145,5.54514,55667.98,312415.09,5.61
2011-09-24,213155.13436370503,11.310964943682942,44.44521263914009,5.54514,5.641,5.3201,5.4682900000000005,17944.23,97847.53,5.45
2011-09-25,312869.20842330606,16.900886366859663,210.88447798657535,5.4682900000000005,5.49,5.32199,5.33,9487.26,51288.09,5.41
2011-09-26,292559.1748079081,16.584987234008395,105.42636009631134,5.33,5.4,4.721,4.86969,56072.39,277987.41,4.96
2011-09-27,442423.3006747979,25.3479603915892,155.8113753701108,4.86969,5.13018,4.781000000000001,4.9156,24645.37,121363.66,4.92
2011-09-28,356802.5401318397,26.08968559021934,143.58368578561576,4.9156,4.968999999999999,4.625,4.772469999999999,30625.21,146110.79,4.77
2011-09-29,327944.93383535114,25.83057134809004,113.45073752719858,4.772469999999999,4.8,4.6742,4.77935,14092.89,66817.43,4.74
2011-09-30,295342.6157123029,22.526322607909613,88.0852340314112,4.77935,5.35,4.743,5.14009,41459.07,208038.79,5.02
2011-10-01,410540.4033924516,34.68280843055264,202.03881407657406,5.14009,5.2491900000000005,4.86125,5.03241,23460.74,118531.63,5.05
2011-10-02,364016.33187775075,29.563577672196114,105.18537446291823,5.03241,5.1,4.91,5.02701,10457.31,52128.13,4.98
2011-10-03,388854.02048812486,27.779255642815034,95.41252023743267,5.02701,5.0399,4.88889,5.02401,17289.25,85880.89,4.97
2011-10-04,410533.9600561019,31.514083062570194,121.35797470283507,5.02401,5.025,4.9193,4.96,15793.44,78377.78,4.96
2011-10-05,406563.51272418094,30.781610593896193,142.4902971240304,4.96,5.025,4.8312,4.87,17586.46,86107.56,4.9
2011-10-06,523329.37739058945,38.68776353889181,263.8350445986078,4.87,4.9,4.4989,4.734430000000001,54773.49,256723.57,4.69
2011-10-07,373391.7548170636,28.501011740864328,167.0777756990117,4.734430000000001,4.7958,3.7819,4.2728,97547.35,418394.5,4.29
2011-10-08,305897.8018379826,25.39835618050337,95.9520652613928,4.2728,4.3399,3.825,4.00753,39611.94,159656.31,4.03
2011-10-09,317146.5431636838,24.786756011229684,86.17826685360626,4.00753,4.388999999999999,4.007569999999999,4.10288,37920.06,158762.15,4.19
2011-10-10,295315.3074511605,22.37915333822071,85.38651498736417,4.10288,4.2,4.0104,4.1,16858.24,69188.53,4.1
2011-10-11,340283.18558926287,23.087264101313718,99.4370760089532,4.1,4.10001,3.84962,3.9308,41104.08,162268.54,3.95
2011-10-12,300571.9359462113,26.363646692940204,121.72991699837756,3.9308,4.45,3.9010000000000002,4.15,69399.53,282490.41,4.07
2011-10-13,300361.366534562,25.67630078086528,143.0026720458866,4.15,4.2,4.002,4.04615,19706.17,80377.3,4.08
2011-10-14,393501.07047698,28.745786432681715,163.4259325190153,4.04615,4.11455,3.9481,3.98791,20054.55,80464.14,4.01
2011-10-15,269234.6051124112,22.225078843685917,73.60460344316913,3.98791,4.05,3.70888,3.84214,42092.42,163851.32,3.89
2011-10-16,323522.67923193064,27.682269122266675,141.552342926068,3.84214,3.8975,3.4,3.55701,36200.88,131714.03,3.64
2011-10-17,471983.90774473123,34.73534793529079,189.66054314463906,3.55701,3.74,2.26,2.55998,207426.66,591902.27,2.85
2011-10-18,303318.60316626175,27.622129420477346,143.46684062562522,2.55998,2.9,2.31,2.4190099999999997,87859.09,229826.44,2.62
2011-10-19,319362.28949644975,26.142951006585605,148.1272404623509,2.4190099999999997,2.536,2.0401,2.27,101864.85,232324.75,2.28
2011-10-20,357785.00168024236,33.99705451161558,235.97636632266816,2.27,2.39082,2.22,2.34801,48859.48,113046.14,2.31
2011-10-21,620222.4289984929,55.815553365595115,528.9746701005664,2.34801,2.72002,2.3269900000000003,2.57,72971.11,185287.39,2.54
2011-10-22,518580.4418409133,41.98012157701881,371.4183230958925,2.57,3.3,2.5515,3.1588,120163.91,361119.44,3.01
2011-10-23,533813.7347025427,43.84146967005114,260.53333070563343,3.1588,3.2,2.95,3.17,37044.29,114141.14,3.08
2011-10-24,345735.3872834211,25.859041681632096,162.17444083856503,3.17,3.1948,2.481,2.545,92232.43,258830.28,2.81
2011-10-25,372894.590015643,29.354844526146813,277.8616974253829,2.545,3.04,2.44034,2.77,101412.11,278159.07,2.74
2011-10-26,509156.93630391057,43.08317281298955,460.1114781836055,2.77,2.8485,2.6502,2.7730200000000003,29400.74,80877.1,2.75
2011-10-27,539879.4550120613,49.17382776318984,512.204375642218,2.7730200000000003,3.09,2.7311,3.0400099999999997,58696.1,171312.37,2.92
2011-10-28,397914.5459960214,33.245429525943806,305.84873789266214,3.0400099999999997,3.255,2.90501,3.1899900000000003,52365.19,162799.02,3.11
2011-10-29,377500.2863102391,31.56620840456887,371.03824586311873,3.1899900000000003,3.8271699999999997,3.14,3.5811300000000004,79542.9,281957.99,3.54
2011-10-30,201614.30721789267,19.60275228175913,127.75537490991833,3.5811300000000004,3.65026,3.2,3.27,50686.73,171427.93,3.38
2011-10-31,557135.430245444,48.11186789684317,522.0299288766316,3.27,3.31589,3.0660000000000003,3.24801,30980.52,98715.6,3.19
2011-11-01,421499.50438494177,34.07708823550342,303.76887944638935,3.24801,3.35,3.07001,3.15,37893.47,120727.9,3.19
2011-11-02,412802.9351839803,34.00353667083858,338.3130855292162,3.15,3.44,3.141,3.25429,32311.05,104522.19,3.23
2011-11-03,314513.32855995285,25.03489043699378,199.62615425792018,3.25429,3.28,3.1,3.1519999999999997,24520.65,78756.92,3.21
2011-11-04,415773.6691910028,27.840743885831177,265.1904100033567,3.1519999999999997,3.21,3.01111,3.109,39513.13,123573.79,3.13
2011-11-05,264526.26693564147,21.04090573780158,177.31461956451673,3.109,3.1499900000000003,2.85,2.97002,52964.48,159571.85,3.01
2011-11-06,255388.96943686396,21.021398422657334,185.35707782622097,2.97002,2.9999,2.92,2.95959,17232.27,51037.09,2.96
2011-11-07,462981.12210990145,37.43076417737096,348.7852229609653,2.95959,3.03248,2.95,3.00677,23992.23,71961.1,3.0
2011-11-08,1342816.4517351892,93.85074446010547,1422.6677437547496,3.00677,3.21,3.00579,3.0350099999999998,60336.67,186440.21,3.09
2011-11-09,578389.1100125441,39.47509623345237,378.60428345419905,3.0350099999999998,3.11,2.88655,2.95001,52195.11,156655.47,3.0
2011-11-10,380065.47768912156,27.754160777648718,230.1437462086217,2.95001,2.969,2.8001099999999997,2.83993,33928.76,97395.49,2.87
2011-11-11,281559.2721713006,24.59892295747865,148.62439057231535,2.83993,3.1099799999999997,2.823,3.0800099999999997,44853.17,133312.05,2.97
2011-11-12,269989.000252251,22.776193711173526,159.51282160233276,3.0800099999999997,3.11,3.01,3.03099,20383.26,62326.05,3.06
2011-11-13,245342.15464384758,19.113598834827638,99.77047631578301,3.03099,3.04998,2.951,2.99686,9625.0,28888.03,3.0
2011-11-14,386239.09792013484,28.834572446445303,203.71779471828805,2.99686,2.99573,2.09995,2.22,382186.83,957693.93,2.51
2011-11-15,1143294.4024885255,83.01585844383717,4349.849126345515,2.22,2.49,2.11,2.32896,76420.88,175520.98,2.3
2011-11-16,1812162.0131962781,134.34368842733176,6111.9599941530205,2.32896,2.60031,2.301,2.56035,44208.85,108654.69,2.46
2011-11-17,4325121.107155365,371.3506574358517,12252.555744170713,2.56035,2.58852,1.994,2.25,117276.75,261039.94,2.23
2011-11-18,4524315.630908053,382.5412725888267,12144.860242438215,2.25,2.38998,2.0,2.04999,98135.59,210125.46,2.14
2011-11-19,3096550.8937162906,285.9498470510934,10715.22776965458,2.04999,2.26,1.9999799999999999,2.19585,78301.16,169806.11,2.17
2011-11-20,2021485.1304997697,178.70271662833892,8116.303063433809,2.19585,2.499,2.15,2.2,79731.04,182015.99,2.28
2011-11-21,2663864.346782581,225.75121582903228,9166.0590995957,2.2,2.31125,2.17,2.294,41727.08,93197.44,2.23
2011-11-22,2630079.7835377986,211.35324522161673,8915.245619092795,2.294,2.35,2.25,2.3289,34208.37,78934.49,2.31
2011-11-23,1028692.9308232227,88.58878150389448,4623.403409187749,2.3289,2.38,2.27,2.33209,39998.19,92955.46,2.32
2011-11-24,1649552.0229946477,144.33038962242082,6585.557969552008,2.33209,2.56,2.3052599999999996,2.4321,87264.6,211558.58,2.42
2011-11-25,1489413.1917579256,123.6745986679337,6408.166224005652,2.4321,2.52779,2.374,2.50612,44404.7,109592.19,2.47
2011-11-26,1060347.4140591924,92.96400263538422,4669.237921047059,2.50612,2.53125,2.4104099999999997,2.47003,36118.53,89621.87,2.48
2011-11-27,3015855.6288105687,244.13953119165942,9998.606033309057,2.47003,2.49,2.42331,2.47991,22727.06,55832.77,2.46
2011-11-28,2963611.6326474077,215.72365938618486,8359.191714005,2.47991,2.55,2.44,2.55,41261.74,103409.13,2.51
2011-11-29,5332405.043205959,376.9549726570026,12377.089557255633,2.55,2.9810000000000003,2.54028,2.7501900000000004,180531.08,503908.53,2.79
2011-11-30,6057126.549334632,427.43113043078347,12750.85584103533,2.7501900000000004,3.09,2.73225,2.9701,120145.34,349861.49,2.91
2011-12-01,3916780.636904668,250.91483900734582,9620.998362552054,2.9701,3.14,2.9289400000000003,3.06,63864.09,195016.15,3.05
2011-12-02,3693803.410756518,273.2911668212872,10275.071514563238,3.06,3.138,3.03498,3.1151,57494.9,178018.0,3.1
2011-12-03,3377860.2511924743,258.3449522900554,10365.879884166829,3.1151,3.125,2.75,2.7939999999999996,123022.09,360981.81,2.93
2011-12-04,2068492.0023975936,158.62668730042896,7821.528210255556,2.7939999999999996,2.89998,2.61,2.82809,95222.47,261745.73,2.75
2011-12-05,4303328.987511736,299.5287107615881,11125.3436708136,2.82809,2.93,2.7807,2.8798,30884.98,88678.38,2.87
2011-12-06,7363703.210419641,409.6636000233458,13053.354873657885,2.8798,3.05,2.8701,3.03,55599.98,165517.79,2.98
2011-12-07,4704234.732489618,351.3769594031683,11811.161698409132,3.03,3.082,2.93241,2.99001,58122.19,174201.54,3.0
2011-12-08,4741853.4963791985,352.7377442817227,7628.62413838339,2.99001,3.0063400000000002,2.88421,2.98,39933.69,117824.45,2.95
2011-12-09,1294527.39311133,91.85605570931172,592.1923769811632,2.98,3.0389999999999997,2.93471,2.96999,34385.44,102810.85,2.99
2011-12-10,956449.3616180825,83.85493263353345,493.6726649882532,2.96999,3.1332,2.93471,3.05,74305.72,225642.57,3.04
2011-12-11,869843.5675488623,71.59206317274587,402.3887316427196,3.05,3.38,2.99,3.2511,108223.27,346453.23,3.2
2011-12-12,640907.4272744828,48.184905441281316,272.34241988646556,3.2511,3.2901,3.08414,3.135,39900.0,126940.32,3.18
2011-12-13,327878.3967718722,26.073828769134966,106.27383733038641,3.135,3.25,3.141,3.2499,32658.54,104930.82,3.21
2011-12-14,474641.09651444474,36.96869666753211,126.98308473811123,3.2499,3.24805,2.99401,3.15,72477.69,225975.05,3.12
2011-12-15,432630.8003226431,37.37954037693478,209.56495385844516,3.15,3.21445,3.11001,3.2,30094.23,95417.41,3.17
2011-12-16,463424.77026014443,43.669880348675505,271.28423260310046,3.2,3.22,3.15,3.2,29868.63,95114.72,3.18
2011-12-17,372984.48265175184,33.59615228353016,215.61983416858675,3.2,3.2299,3.1552599999999997,3.2001,16479.96,52586.17,3.19
2011-12-18,317105.4623053321,28.611879663027352,171.5487240503216,3.2001,3.2189,3.1751,3.193,10793.72,34542.59,3.2
2011-12-19,518459.20664649707,36.62987188402551,210.7554354304355,3.193,3.70036,3.18933,3.5202,139986.97,476965.51,3.41
2011-12-20,541165.9708976924,38.896425709601985,257.0213647865913,3.5202,4.5,3.483,3.95,186409.95,739231.72,3.97
2011-12-21,561431.5187152934,44.266460515279775,436.70693718115473,3.95,4.04,3.81,3.89,48793.69,191659.23,3.93
2011-12-22,421197.46126385266,29.27828870178317,264.75390522013447,3.89,3.99199,3.509,3.8901,57206.32,216558.95,3.79
2011-12-23,226430.89286538155,18.80186771281089,86.0611018178249,3.8901,3.95,3.815,3.9467800000000004,20496.54,80030.54,3.9
2011-12-24,325069.7367189699,31.35015302526472,247.21291767377483,3.9467800000000004,3.969,3.855,3.94,14933.59,58567.87,3.92
2011-12-25,310507.23212775163,23.177370465608092,109.5465704029638,3.94,4.3897,3.7807,4.225,80800.44,334511.38,4.14
2011-12-26,933577.2657403365,68.92412445480521,668.7951539472774,4.225,4.31259,3.81,4.018,88825.75,358539.93,4.04
2011-12-27,463416.26541728916,40.48010704204133,342.6037721365659,4.018,4.0998,3.9619999999999997,4.06997,30159.46,121501.17,4.03
2011-12-28,347033.5120597918,28.310777619496804,215.2127845901513,4.06997,4.25,3.99,4.1855199999999995,33837.22,140029.63,4.14
2011-12-29,435819.51718612097,40.02750892598466,353.48000654243555,4.1855199999999995,4.33,4.1160000000000005,4.166,53069.29,223710.01,4.22
2011-12-30,305229.2614373012,24.445720121520196,193.5767567741223,4.166,4.3,4.06334,4.248,41068.6,172118.96,4.19
2011-12-31,223612.54753327105,21.22769579772841,127.23295500700611,4.248,4.995,4.2,4.72202,129730.72,596240.41,4.6
2012-01-01,364393.9607543051,28.982260459262317,629.0289958700488,4.72202,5.4999,4.615,5.26766,108509.23,553045.14,5.1
2012-01-02,258718.14923888026,19.440798710465906,110.0778048735697,5.26766,5.47,4.8,5.21678,69150.93,360357.28,5.21
2012-01-03,319212.88812645007,23.559885462133742,124.68627342510538,5.21678,5.29,4.65,4.8808,125170.25,619170.54,4.95
2012-01-04,442646.932815302,33.34691372723384,278.82776065009807,4.8808,5.7,4.751,5.57383,131170.86,688717.86,5.25
2012-01-05,633832.9328630151,41.972911255083446,452.75935414166656,5.57383,7.22,5.5740099999999995,6.9476,182328.19,1130623.29,6.2
2012-01-06,618032.9449701429,41.70544199812018,276.015756700037,6.9476,7.21,6.1261,6.69693,218077.48,1481327.88,6.79
2012-01-07,323799.681735041,21.278811969181902,126.72645748480622,6.69693,7.015560000000001,6.38,6.81,48387.58,325053.98,6.72
2012-01-08,325526.3757866416,22.316197695663373,128.26083411961423,6.81,7.2,6.733569999999999,7.113580000000001,57193.53,403151.44,7.05
2012-01-09,470069.8962328405,30.83638783999216,335.42658053418046,7.113580000000001,7.191,5.81,6.3257,148406.85,960592.31,6.47
2012-01-10,424041.7830353448,26.4398168746318,147.38775226552525,6.3257,6.89,6.001,6.36,110210.25,705056.48,6.4
2012-01-11,368890.58906064293,22.35971566618032,113.32446728137448,6.36,7.138,6.41266,6.9,99442.07,677642.84,6.81
2012-01-12,410729.0974112785,26.31360736826693,205.43600252822674,6.9,6.997000000000001,6.337000000000001,6.799989999999999,140116.52,944165.94,6.74
2012-01-13,346694.7047487872,22.695385228383557,160.92749530354405,6.799989999999999,6.803999999999999,6.4,6.41,60228.77,398312.18,6.61
2012-01-14,361314.31352899486,21.35175000171344,146.25010367970737,6.41,6.95039,6.2201,6.7500100000000005,141896.32,935192.51,6.59
2012-01-15,255525.62504872048,18.062177496905385,73.34342273421893,6.7500100000000005,7.08,6.74115,7.00177,62233.33,429700.86,6.9
2012-01-16,452259.31084013224,27.691606100914292,264.9548757180382,7.00177,7.18888,6.511,6.6825399999999995,122666.57,837413.61,6.83
2012-01-17,462349.45022938336,28.945686485280373,144.37351187021838,6.6825399999999995,6.95,4.64,5.59998,213409.8,1288538.97,6.04
2012-01-18,385170.3759822434,26.116787088570884,143.93636504095207,5.59998,6.95,5.09999,5.92,226680.97,1354753.44,5.98
2012-01-19,360987.10559023276,22.699308658129457,235.54495337645437,5.92,6.36077,5.87284,6.35979,114820.45,709705.27,6.18
2012-01-20,363900.80059562967,22.475498770652194,168.81475041978743,6.35979,6.58,6.257999999999999,6.48979,66786.48,429803.56,6.44
2012-01-21,321344.0236034515,22.63783188470951,172.73070481004896,6.48979,6.547999999999999,6.1,6.18,64761.69,407116.4,6.29
2012-01-22,288220.5670727718,21.07491715945977,121.76350670396153,6.18,6.45485,6.1,6.3097,44890.65,282233.76,6.29
2012-01-23,265936.7570726119,17.576785001494507,96.21342839913318,6.3097,6.388999999999999,6.212000000000001,6.356,17693.05,111630.55,6.31
2012-01-24,421145.26508204546,23.793517801245507,104.06972496223605,6.356,6.3939699999999995,6.218999999999999,6.28978,35663.08,224665.59,6.3
2012-01-25,423442.0357016621,25.22139708747764,143.56910050217883,6.28978,6.322,5.502000000000001,5.75,133115.25,782053.65,5.88
2012-01-26,394697.14924079995,25.766885314061884,154.23064556901295,5.75,5.92,5.3,5.34,123954.11,692624.73,5.59
2012-01-27,340264.8016822221,24.055482621578093,170.46669711063447,5.34,5.51,5.05,5.29199,115567.83,611581.18,5.29
2012-01-28,302369.93299687223,19.352914298314914,99.74591862250603,5.29199,5.76,5.26,5.62667,89708.02,499881.49,5.57
2012-01-29,317757.1855890622,21.452686037608846,113.28450681490106,5.62667,5.699990000000001,5.32766,5.3809,46430.45,254457.17,5.48
2012-01-30,338540.50380859023,22.05044641494107,86.57886498117608,5.3809,5.6,5.3669400000000005,5.490480000000001,42303.14,233179.7,5.51
2012-01-31,346493.6494197013,21.49731042435174,104.08875715326548,5.490480000000001,5.65,5.426,5.48379,48296.66,267099.31,5.53
2012-02-01,444675.3441090426,27.49322023674061,187.40501209895905,5.48379,6.2,5.4678,6.07561,115523.96,672632.58,5.82
2012-02-02,386118.93936845346,21.12479151813401,124.05803884383319,6.07561,6.199,5.8229999999999995,6.1,54546.27,328716.58,6.03
2012-02-03,379569.301352904,23.009778210045102,114.36622072197872,6.1,6.1401,5.718719999999999,5.9593,59279.85,350818.69,5.92
2012-02-04,333650.4042577018,19.986246810692574,119.19814764245064,5.9593,5.987,5.84,5.87343,20619.6,122071.46,5.92
2012-02-05,354364.1545562223,22.782831076007607,147.62313377230174,5.87343,5.8848,5.45,5.68881,120336.02,683010.86,5.68
2012-02-06,344541.91642317135,23.358773994791278,134.9440849233499,5.68881,5.72,5.45,5.45345,90258.84,500693.58,5.55
2012-02-07,305301.5733366016,19.500611480365457,82.16240586553275,5.45345,5.78,5.45,5.69,72748.36,408854.24,5.62
2012-02-08,295359.92935502145,17.252332322139104,57.36299141180863,5.69,5.8494,5.3,5.59998,237943.12,1342007.99,5.64
2012-02-09,291591.21975770337,16.331982735392817,51.714737255294,5.59998,5.915019999999999,5.5,5.83,89946.12,516915.55,5.75
2012-02-10,330274.45362092607,17.314519193757594,74.0469897811697,5.83,5.985,5.80119,5.9126,39304.91,230967.96,5.88
2012-02-11,458563.3096401402,28.25057353623338,156.81360960982983,5.9126,6.0,5.541,5.6005,69711.29,397688.29,5.7
2012-02-12,325573.8244990727,17.466406893727076,126.90768236201383,5.6005,5.85,5.43,5.51468,81917.16,459004.75,5.6
2012-02-13,722057.0037656873,35.268744383611946,478.48506395913455,5.51468,5.72,5.2,5.26,170210.59,909500.32,5.34
2012-02-14,1114595.203039778,52.75690836558801,1157.3540063486148,5.26,5.4512599999999996,4.21211,4.4629199999999996,297572.02,1399443.95,4.7
2012-02-15,1881695.6155249947,79.571025690333,1150.8487719646803,4.4629199999999996,4.88,4.2001,4.3251,161800.56,741639.35,4.58
2012-02-16,1172893.7905797681,62.467713601393704,600.8892545564318,4.3251,4.444,3.878,4.2739,166594.52,697818.37,4.19
2012-02-17,912950.6199761163,62.992521905479634,745.9095475919748,4.2739,4.76998,4.2281,4.41,135949.41,606244.08,4.46
2012-02-18,647719.1587272255,37.776691865579465,572.8834721242895,4.41,4.49675,4.12,4.22201,70406.17,300903.53,4.27
2012-02-19,370736.0873258039,24.99906185608927,243.99659307813414,4.22201,4.52,4.181,4.38669,62365.41,271300.43,4.35
2012-02-20,410631.54332479334,26.652271261426193,247.98002424570993,4.38669,4.47,4.29017,4.36146,37299.13,162939.76,4.37
2012-02-21,451038.82911863376,28.56122271521237,215.5236627908381,4.36146,4.3975,4.212,4.272,51784.83,222970.81,4.31
2012-02-22,945346.1796096537,52.13114478932688,485.18130944074034,4.272,4.54,4.27102,4.42474,103836.79,460671.29,4.44
2012-02-23,553916.8617479297,29.651349593058708,179.9845881663624,4.42474,5.197780000000001,4.42,5.015,164308.47,792557.08,4.82
2012-02-24,595882.698701773,33.69805455532279,283.3338063478966,5.015,5.1,4.825,5.0288,89828.05,446896.98,4.98
2012-02-25,360663.5948143221,23.431886357479346,183.68386067875215,5.0288,5.07,4.65,4.77302,86163.6,420213.07,4.88
2012-02-26,313337.8647849506,22.282595988120512,95.85700633323107,4.77302,5.1,4.77303,4.922,70034.61,347092.76,4.96
2012-02-27,391421.169778439,22.749109018856153,88.65114168951867,4.922,4.99,4.89,4.95598,29371.64,145288.76,4.95
2012-02-28,380018.4697362501,20.8721079659609,134.04625437857712,4.95598,5.0,4.735,4.86798,62691.08,305075.07,4.87
2012-02-29,344777.2412085998,20.80606126417234,123.63301270454471,4.86798,4.9,4.8,4.86001,26539.25,129089.93,4.86
2012-03-01,678735.6269130047,38.53387231253575,513.1109126264276,4.86001,4.98888,4.86,4.9213,44183.64,218150.92,4.94
2012-03-02,573648.6289452021,35.73689440226776,306.1366656073914,4.9213,4.95,4.51,4.7049900000000004,130764.74,613272.66,4.69
2012-03-03,536719.0999632628,38.51037525746307,249.64328790127064,4.7049900000000004,4.77995,4.51,4.61436,40075.06,187646.64,4.68
2012-03-04,531263.3974207906,29.776000303821917,165.11740367637967,4.61436,4.949990000000001,4.612,4.82001,58826.16,283142.41,4.81
2012-03-05,369904.59031551145,19.876657190516468,84.69768364972552,4.82001,5.05,4.82001,4.9842699999999995,65828.18,325526.7,4.95
2012-03-06,411766.3598199496,24.991888797035056,112.15735851452828,4.9842699999999995,5.07,4.9,4.9901,44532.27,221579.34,4.98
2012-03-07,330373.02095329075,18.865521982257352,69.06432158495939,4.9901,5.05,4.84,4.93752,46167.56,227645.86,4.93
2012-03-08,604414.7555222441,34.23864246996228,187.9236045294973,4.93752,5.0,4.7551,4.93016,58089.4,283093.81,4.87
2012-03-09,579483.1580570132,32.95139076862352,165.4840971486506,4.93016,4.949,4.821000000000001,4.86112,32723.03,160227.85,4.9
2012-03-10,366443.6279672905,27.236779245376134,130.51367483139416,4.86112,4.91309,4.753,4.83315,28070.74,135426.18,4.82
2012-03-11,423572.6474140408,30.644816047897613,254.0465481541606,4.83315,4.99,4.8111,4.91,42442.93,208576.68,4.91
2012-03-12,699777.7827778496,41.13436296601514,336.684709628945,4.91,4.95,4.8561,4.89005,22048.15,108198.98,4.91
2012-03-13,389552.64579106186,23.263818799107906,119.68433330431614,4.89005,5.41,4.86511,5.27,127325.05,656673.85,5.16
2012-03-14,671552.627778521,37.647305066628604,321.2367743582189,5.27,5.45,5.25173,5.38,62889.72,337721.85,5.37
2012-03-15,451102.55844875466,28.76562673439323,157.52928777013264,5.38,5.445,5.2550099999999995,5.32656,41077.61,219063.81,5.33
2012-03-16,537740.5020738251,30.375670907406942,152.49031948470687,5.32656,5.4,5.3,5.34388,32718.79,174983.16,5.35
2012-03-17,495751.390169284,28.29954276568581,127.56324993190135,5.34388,5.3998,5.21212,5.2159,39100.23,207915.56,5.32
2012-03-18,296892.8278630918,20.053551358533724,110.52129491828056,5.2159,5.34,5.211,5.2794300000000005,22857.01,120310.25,5.26
2012-03-19,512056.23545525275,30.92687295133495,160.1477533584006,5.2794300000000005,5.3099,4.5,4.6939,188889.07,922722.01,4.88
2012-03-20,519518.71184575197,31.794290810633534,153.09575289343636,4.6939,4.89999,4.58778,4.8379,66343.85,318065.31,4.79
2012-03-21,480986.39375551295,28.226901041990196,133.0945337051673,4.8379,4.87,4.75,4.8148800000000005,46436.88,223605.57,4.82
2012-03-22,1020643.4231020728,60.86489493124651,871.335467655344,4.8148800000000005,4.88,4.59768,4.7043,58069.92,276226.9,4.76
2012-03-23,754098.9868565225,49.25210547034958,374.6213020358626,4.7043,4.79,4.6,4.68596,54129.94,254329.72,4.7
2012-03-24,832643.7241876704,51.50267360596712,438.4317020732934,4.68596,4.7289900000000005,4.59595,4.676,39068.59,181738.16,4.65
2012-03-25,281668.4201776728,19.098753741366476,74.05105949541179,4.676,4.68294,4.3,4.550009999999999,71556.26,322035.23,4.5
2012-03-26,587192.4342154016,33.816657119062526,398.99460005223676,4.550009999999999,4.73793,4.51588,4.61911,69838.07,324896.28,4.65
2012-03-27,649918.4887526811,39.15407486912953,272.65164049609666,4.61911,4.84592,4.49,4.81125,73431.76,342922.08,4.67
2012-03-28,694388.9514254215,38.46817081742959,193.9418813496728,4.81125,4.8365,4.721019999999999,4.788,38017.12,182050.5,4.79
2012-03-29,1304458.9515920712,70.74072405596915,483.683647185518,4.788,4.86092,4.71001,4.8083800000000005,37974.76,180963.57,4.77
2012-03-30,821246.0728992348,46.33787016302177,217.7706776013165,4.8083800000000005,4.88,4.71699,4.86,39071.84,187496.45,4.8
2012-03-31,848097.94736575,58.541999542054945,813.709647966396,4.86,4.95,4.82011,4.90873,35529.09,173670.93,4.89
2012-04-01,587300.8536690613,41.59943714896312,328.4495489769664,4.90873,4.92,4.73,4.827,35950.6,172377.67,4.79
2012-04-02,799717.0976779639,48.18443680652913,297.08281884962355,4.827,5.08,4.76,4.974,80663.98,398480.61,4.94
2012-04-03,781598.8036870351,43.39081794742881,248.5701273926478,4.974,4.9949900000000005,4.81,4.952,78481.21,384710.33,4.9
2012-04-04,873808.4752562445,55.19952465295291,370.57302536723154,4.952,4.97,4.89,4.910080000000001,51040.82,251784.97,4.93
2012-04-05,863729.9530322013,52.579896087672815,268.67877057604557,4.910080000000001,4.93495,4.87,4.919,33807.18,165880.2,4.91
2012-04-06,527870.7873155212,33.87695978151208,257.4976250931728,4.919,4.98,4.8800099999999995,4.94991,58211.45,287735.13,4.94
2012-04-07,539327.7876550729,35.050873312216346,292.04631895692677,4.94991,4.950019999999999,4.68715,4.68715,80945.75,388783.68,4.8
2012-04-08,1321467.3414876794,87.4738426880042,585.8047515910514,4.68715,4.8,4.62,4.79252,41972.77,197917.32,4.72
2012-04-09,1687298.6201745195,103.98734254742509,810.1775171867566,4.79252,4.87899,4.73155,4.87191,39243.69,187709.3,4.78
2012-04-10,841420.8042453614,40.34043552811206,507.3739895168903,4.87191,4.9,4.76391,4.83668,53101.77,256671.37,4.83
2012-04-11,1606289.4351654083,82.02049811914871,639.4284635195555,4.83668,4.98,4.79111,4.9279,67035.83,327827.09,4.89
2012-04-12,985768.9495270099,51.476185353890855,384.64191844711235,4.9279,4.946000000000001,4.84272,4.9196800000000005,46368.68,226872.24,4.89
2012-04-13,788268.2089581041,44.396970372182714,382.1127846261727,4.9196800000000005,4.94464,4.73001,4.93999,93111.86,452385.87,4.86
2012-04-14,1162120.758610644,60.27597295698361,515.397696437283,4.93999,5.03,4.90001,4.9597,63887.71,317996.1,4.98
2012-04-15,1330889.1058785778,73.29088087882471,473.4997630967906,4.9597,4.98,4.86,4.96892,33343.95,163921.54,4.92
2012-04-16,1450104.1110325747,71.22668652844318,419.2544472568735,4.96892,4.979,4.90988,4.93201,31159.52,154236.34,4.95
2012-04-17,1190835.8267563165,62.39969748251501,402.06211673383865,4.93201,5.022069999999999,4.925,4.97587,30645.71,151983.96,4.96
2012-04-18,968125.5506123315,49.098567329969136,239.1473289676286,4.97587,5.1782,4.96,5.1178,79130.2,401659.4,5.08
2012-04-19,899826.6943163449,47.98052118568545,305.59556172884976,5.1178,5.19,5.1,5.1376599999999994,46675.15,240310.56,5.15
2012-04-20,2923461.402701009,147.1738523309006,752.3101549357508,5.1376599999999994,5.48,5.101030000000001,5.35,104068.95,544263.48,5.23
